,word,reading,meaning
8404,カタログ,カタログ,1. catalog; catalogue$
8405,明和,めいわ,1. Meiwa era (1764.6.2-1772.11.16)$2. Meiwa$
8406,明和,めいわ,1. Meiwa$
8407,天津,あまつ津,1. heavenly; imperial$
8408,天津,てんしん,1. Tianjin (China)$2. Tianjin (China); Tientsin$
8409,ツイン,ツイン,1. twin$
8410,ビルマ,ビルマ,1. Burma$2. Burma$
8411,集結,しゅうけつ,1. massing (of troops); gathering$
8412,青色,あおいろ,1. blue$
8413,石橋,いしばし,1. stone bridge$2. Ishibashi$
8414,石橋,いしばし,1. Ishibashi$
8415,喫煙,きつえん,1. smoking$2. Tobacco smoking$
8416,急性,きゅうせい,1. acute (illness)$
8417,最速,さいそく,1. fastest$
8418,源流,げんりゅう,"1. source (e.g. of a river); headwaters$2. origin of something continuous (language, culture, etc.)$"
8419,監修,かんしゅう,"1. (editorial) supervision; general editorship$2. supervising director (of anime, TV series etc.)$"
8420,鋭い,するどい,1. sharp (blade); pointed$2. sharp (pain); stabbing; cutting (remark); stinging; pointed (question or look); screeching (noise)$3. perceptive; keen; quick (mind); astute; shrewd; discerning$4. nimble; agile; quick$
8421,ポケット,ポケット,1. pocket$2. Pocket$
8422,実体,じったい,1. substance; essence; entity; subject; content; reality; true form$2. Substance theory$
8423,実体,じってい,1. honest; trustworthy; upright; sincere$
8424,駐留,ちゅうりゅう,1. stationing (e.g. of troops); garrison$
8425,アルプス,アルプス,1. alps$2. Alps$
8426,疑惑,ぎわく,1. doubt; misgivings; distrust; suspicion$
8427,破棄,はき,1. tearing up and discarding (e.g. documents); disposal (e.g. weaponry); destruction$2. annulment; cancellation; abrogation; voiding; breaking (e.g. treaty)$3. reversal (of an original ruling)$
8428,通知,つうち,1. notice; notification; report; posting$
8429,勇気,ゆうき,1. courage; bravery; valour; valor; nerve; boldness$2. Courage$
8430,勇気,ゆうき,1. Yuuki$
8431,クリーク,クリーク,1. cleek (golf; type of fairway wood)$2. creek; waterway (including irrigation or drainage canal)$3. clique$4. creak$5. Creek$
8432,語学,ごがく,1. study of foreign languages$2. linguistics$
8433,添加,てんか,1. addition; annexing$
8434,息,いき,1. breath; breathing$2. tone; mood$
8435,息,いき,1. Iki$
8436,ライナー,ライナー,"1. liner; line drive$2. liner; ocean liner$3. liner (of a coat, etc.); lining$"
8437,豊島,としま島,1. Toshima$
8438,突如,とつじょ,1. suddenly; all of a sudden$
8439,素早い,すばやい,1. fast; quick; prompt; nimble; agile$2. quick (to understand); sharp (judgement)$
8440,除外,じょがい,1. exception; exclusion$
8441,松浦,まつうら,1. Matsuura$
8442,一杯,いっぱい,"1. amount necessary to fill a container (e.g. cupful, spoonful, etc.); drink (usu. alcoholic)$2. full$3. one squid, octopus, crab, etc.; one boat$4. fully; to capacity$5. a lot; much$6. all of ...; the entire ...$7. Ippai$"
8443,廃す,はいす,1. to abolish; to abandon; to repeal; to discontinue$2. to dethrone; to depose$
8444,投ずる,とうずる,"1. to throw; to cast (e.g. vote, light, shadow)$2. to devote oneself (e.g. to a cause)$3. to invest; to put in$4. to administer (medicine); to give$5. to surrender$6. to take advantage of; to make full use of$7. to fit well with; to match with; to be in tune with$8. to stay (at a lodging)$"
8445,南口,みなみぐち,1. south entrance$
8446,南口,みなみぐち,1. Minamiguchi$
8447,曽根,そね,1. Sone$
8448,撤回,てっかい,1. withdrawal; retraction; revocation; repeal$
8449,タイアップ,タイアップ,1. tie-up; collaboration; partnership; cooperation$2. Tie-in$
8450,破損,はそん,1. damage$
8451,メリット,メリット,1. advantage; benefit; merit$2. Merritt; Meritt; Merrit$
8452,預金,よきん,1. deposit; bank account$2. Deposit account$
8453,魚類,ぎょるい,1. fish; fishes$2. Fish$
8454,荒廃,こうはい,1. ruin; destruction; devastation; waste; decay$
8455,謀,はかりごと,1. plan; strategy$
8456,処置,しょち,1. measure; step; dealing with$2. medical treatment$
8457,装填,そうてん,1. loading; charging; filling$
8458,アルバイト,アルバイト,1. part-time job; side job$2. part-time worker$3. albite$
8459,多岐,たき,1. digression; many divergences$
8460,多岐,たき,1. Taki$
8461,大切,たいせつ,1. important; necessary; indispensable$2. beloved; precious; dear; cherished; valuable$3. careful$
8462,テクノロジー,テクノロジー,1. technology$2. Technology$
8463,貧しい,まずしい,1. poor; needy$2. lacking (quantity and quality-wise); poor; scanty; skimpy; slight; inadequate$
8464,満了,まんりょう,1. expiration; termination$
8465,不況,ふきょう,1. recession; depression; slump$
8466,断層,だんそう,1. fault; dislocation$2. gap; discrepancy$3. Fault (geology)$
8467,リック,リック,1. lick$2. Rick$
8468,北口,きたぐち,1. north entrance$
8469,北口,きたぐち,1. Kitaguchi$
8470,鉛,なまり,1. lead (Pb)$2. Lead$
8471,鉛,なまり,1. Namari$
8472,騒ぐ,さわぐ,1. to make noise; to make racket; to be noisy$2. to rustle; to swoosh$3. to make merry$4. to clamor; to clamour; to make a fuss; to kick up a fuss$5. to lose one's cool; to panic; to act flustered$6. to feel tense; to be uneasy; to be excited$
8473,貴族院,きぞくいん,1. House of Lords$
8474,釧路,くしろ路,1. Kushiro$
8475,浴場,よくじょう,1. bath; bathhouse; bathroom$
8476,念,ねん,1. sense; idea; thought; feeling$2. desire; concern$3. attention; care$
8477,念,ねん,1. Nen$
8478,元老,げんろう,1. elder statesman; doyen; old-timer; authority$2. Genro (member of a pre-WWII body that informally advised the emperor)$3. Genrō$
8479,公職,こうしょく,1. public office$
8480,生い立ち,おいたち,1. growth; development$2. one's early life; upbringing; personal history$
8481,製紙,せいし,1. papermaking; paper-making; paper making; paper manufacture$
8482,逝去,せいきょ,1. death$
8483,清朝,しんちょう,"1. Qing dynasty (China, 1644-1912); Ch'ing dynasty; Manchu dynasty$"
8484,空く,すく,1. to become less crowded; to thin out; to get empty$2. to be hungry$
8485,山陰,やまかげ,1. place in the shade of a mountain; shelter of the mountains$2. mountain recess$3. San'in$
8486,山陰,やまかげ,1. Yamakage$
8487,楽しい,たのしい,1. enjoyable; fun; pleasant; happy; delightful$
8488,井戸,いど,1. water well$2. Water well$
8489,井戸,いど,1. Ido$
8490,反論,はんろん,1. objection; refutation; rebuttal; counterargument$
8491,アーチ,アーチ,1. arch$2. home run$3. Arch$
8492,融資,ゆうし,1. financing; loan$2. Loan$
8493,融資,ゆうし,1. Yuushi$
8494,風俗,ふうぞく,1. manners; customs$2. sex service; sex industry; sex-oriented entertainment$3. Folkways (sociology)$
8495,野外,やがい,1. outdoors; outside; open air$2. fields; outskirts; suburbs$
8496,割に,わりに,1. comparatively; relatively; pretty; rather$2. unexpectedly; unusually$
8497,動向,どうこう,1. trend; tendency; movement; attitude$
8498,賃金,ちんぎん,1. wages$2. cash payment of rent$3. Wage$
8499,青少年,せいしょうねん,1. youth; young person$
8500,宰相,さいしょう,1. prime minister$
8501,宰相,さいしょう,1. Saishou$
8502,ウォーター,ウォーター,1. water$
8503,ファイト,ファイト,1. fight$2. fighting spirit$3. fight!; do your best; go for it; keep at it$
8504,北極,ほっきょく極,1. North Pole$2. the Arctic$3. Hokkyoku$4. Arctic$
8505,樺太,からふと,1. Karafuto (Japanese name for Sakhalin)$2. Karafuto (Japanese name for Sakhalin)$3. Sakhalin$
8506,江戸川,江戸川,1. Edo River$
8507,江戸川,えどがわ,1. Edogawa$
8508,斧,おの,1. axe; hatchet$2. Axe$
8509,斧,おの,1. Ono$
8510,斧,よき,1. hatchet$
8511,一色,いっしょく,1. one color; one colour; one article; monochrome$2. same tendency; everyone being caught up in the same thing$
8512,一色,いっしょく,1. Isshoku$
8513,毎,ごと,1. each; every$
8514,毎,まい,"1. every (usu. with events, e.g. every weekend); each$"
8515,毎,まい,1. Mai$
8516,結城,ゆうき,1. Yuuki$
8517,武家,ぶけ,1. samurai; warrior; military family$2. Buke (Japan)$
8518,史学,しがく,1. study of history$
8519,叶う,かなう,"1. to come true (of a wish, prayer, etc.); to be realized; to be fulfilled$2. to suit (e.g. a purpose); to meet (wishes, ideals, etc.); to conform to (standards, rules, etc.); to be consistent with$3. to match (implies competition); to rival; to bear (e.g. the heat)$"
8520,禁じる,きんじる,1. to prohibit$
8521,見学,けんがく,1. inspection; study by observation; field trip; tour; review$
8522,見学,けんがく,1. Kengaku$
8523,収まる,おさまる,"1. to fit into (a box, frame, category, etc.); to be contained within; to fall within (e.g. a budget)$2. to settle down (into); to be installed (in one's rightful place); to be returned (to one's original position)$3. to settle into (one's position); to take up (a post); to occupy (a role)$4. to be delivered; to be paid (e.g. taxes)$5. to be settled (dispute, conflict, etc.); to be sorted; to subside (e.g. wind); to calm down; to abate$6. to be satisfied (e.g. with an answer); to consent; to agree$"
8524,テレビジョン,テレビジョン,1. television$
8525,サロン,サロン,1. salon; saloon; reception room$2. sarong$3. saron (instrument)$4. Salon (gathering)$
8526,喉,のど,1. throat$2. singing voice$
8527,喉,こん,1. fish$2. counter for fish$
8528,宣教師,せんきょうし,1. missionary$2. Missionary$
8529,役人,やくにん,1. government official$2. Yakunin$
8530,ヨーク,ヨーク,1. yoke$2. York (Britain); Yorke$
8531,ランダム,ランダム,1. random$2. random sampling$3. Randomness$
8532,行李,こうり,1. portmanteau; wicker trunk; luggage; baggage$2. Baggage$
8533,異母,いぼ,1. different mother$
8534,本郷,ほんごう,1. one's hometown$
8535,本郷,ほんごう,1. Hongou$
8536,寝台,しんだい,1. bed; couch$
8537,痛む,いたむ,1. to hurt; to ache; to feel a pain$2. to be injured; to be spoiled (e.g. food); to be damaged$
8538,邑,おおざと,"1. kanji ""large village"" radical at right (radical 163)$2. Eup (administrative division)$"
8539,封印,ふういん,1. seal$2. to seal (e.g. a letter); to affix a seal; to seal up$
8540,生体,せいたい,1. organism; living body$
8541,静か,しずか,1. quiet; silent$2. slow; unhurried$3. calm; peaceful$
8542,糞,ばば,1. pooh-pooh; poop; something dirty$2. Feces$
8543,糞,くそ,1. bullshit; shit; damn$2. feces; excrement; dung$3. damn; damned; blasted; stupid$4. very; extremely$5. a lot$6. not at all; not even a little$
8544,糞,ふん,1. feces (esp. animal); excrement; dung$
8545,フロア,フロア,1. floor$2. follower$
8546,誘拐,ゆうかい,1. abduction; kidnapping; kidnaping$2. Kidnapping$
8547,トライアル,トライアル,1. trial$
8548,引き取る,ひきとる,"1. to take into one's possession; to receive; to accept; to collect; to claim$2. to take into one's care (e.g. person, pet); to take custody of; to adopt$3. to leave; to go away; to withdraw; to get out$"
8549,スタン,スタン,1. stun$2. Stan$
8550,負荷,ふか,"1. burden; load (e.g. cpu time, electricity, etc.)$2. Load$"
8551,国府,こくふ,1. Nationalist Government (of China; i.e. under the Kuomintang)$2. provincial office (under the ritsuryo system); provincial capital$
8552,国府,こくぶ,1. Kokubu$
8553,恐慌,きょうこう,1. panic; scare; consternation$2. Crisis theory$
8554,秋葉,あきば,1. Akiba; colloquial shortening of Akihabara$
8555,玄関,げんかん,1. entrance; front door; entryway; entranceway; entry hall; vestibule; porch; foyer; mud room$2. Genkan$
8556,大社,たいしゃ,1. grand shrine; famous shrine$2. Izumo Grand Shrine$3. Taisha$
8557,藁,わら,1. straw$2. Straw$
8558,藁,わら,1. Wara$
8559,半球,はんきゅう,1. hemisphere$2. Hemisphere$
8560,機雷,きらい,1. (sea) mine$2. Naval mine$
8561,過半数,かはんすう,1. majority$
8562,高岡,たかおか,1. Takaoka$
8563,フラッシュ,フラッシュ,1. flash; flashlight; flashbulb$2. flush (poker hand)$3. very short scene in a film or TV show$4. newsflash$5. (Adobe) Flash (animation software)$6. Flash$
8564,互い,たがい,1. each other; one another$
8565,未知,みち,1. not yet known; unknown; strange$
8566,未知,みち,1. Michi$
8567,嫡子,ちゃくし,1. legitimate child$
8568,丸山,まるやま,1. Maruyama$
8569,北大,ほくだい,1. (abbr) Hokkaido University$
8570,青葉,あおば,1. fresh leaves$
8571,青葉,あおば,1. Aoba$
8572,進路,しんろ,1. route; course; path$2. one's future course (e.g. after graduating high school)$
8573,近辺,きんぺん,1. neighbourhood; neighborhood; vicinity$
8574,借金,しゃっきん金,1. debt; loan; liabilities; borrowing money$
8575,明記,めいき,1. clear writing; specification$
8576,明記,めいき,1. Meiki$
8577,広瀬,ひろせ,1. Hirose$
8578,左手,ひだりて,1. left hand$2. left-hand side; left-hand direction; (on) the left$
8579,主将,しゅしょう,1. commander-in-chief; supreme commander$2. captain (of a team)$
8580,聖人,せいじん,1. (Christian) saint$2. wise and virtuous person (esp. in Confucianism); great religious teacher; sage$3. refined sake$4. Saint$
8581,聖人,せいじん,1. Seijin$
8582,聖人,しょうにん,1. person on the path to enlightenment$2. Buddha; bodhisattva$3. high priest$
8583,矢倉,やぐら,1. caves dug as tombs in and around Kamakura during the Kamakura and Muromachi periods$
8584,矢倉,やくら,1. Yakura$
8585,拉致,らち,1. taking captive; carrying away; kidnapping; kidnaping; abduction$
8586,天下,てんか,1. the whole world$2. the whole country$3. society; the public$4. supremacy over a nation; government of a country; the ruling power$5. having one's own way; doing as one pleases$6. peerless; incomparable; superlative; world-famous$7. shogun (Edo period)$8. Tianxia$
8587,天下,てんか,1. Tenka$
8588,尊敬,そんけい,1. respect; esteem; reverence; honour; honor$
8589,入党,にゅうとう,1. joining a political party$
8590,依然,いぜん,1. still; as yet; as it has been$
8591,旅客機,りょかくき,1. passenger plane$2. Airliner$
8592,一例,いちれい,1. example; an instance$
8593,取り消す,とりけす,"1. to cancel; to withdraw; to retract; to take back (words, etc.); to revoke$"
8594,準拠,じゅんきょ,1. basis; based on; conformance; conformity; authority (of); standard; reference$
8595,西川,にしかわ,1. Nishikawa$
8596,ノード,ノード,1. node$2. Node$
8597,天王,てんのう,1. heavenly king$2. Gozu Tenno (deity said to be the Indian god Gavagriva)$3. Tian Wang$
8598,天王,てんのう,1. Tennou$
8599,意欲,いよく,1. will; desire; ambition; urge (e.g. creative urge)$
8600,仕上げる,しあげる,1. to finish up; to complete; to finish off; to get through; to polish off$
8601,堤防,ていぼう,1. bank; weir; embankment; levee$2. Levee$
8602,奥州,おうしゅう,1. Oushuu; name for old Japan's Mutsu province$2. Oshu$
8603,ブラザーズ,ブラザーズ,"1. brothers (usu. in company, etc. names)$"
8604,入線,にゅうせん,1. entering a track (of a train); arrival of a train (at a platform)$2. passing the post (horseracing); crossing the finish line$
8605,時空,じくう,1. space-time$2. Spacetime$
8606,粒,つぶ,"1. grain; bead; drop$2. counter for small round objects including grains, seeds, pills, drops$"
8607,臨海,りんかい,1. coastal; seaside; oceanfront; maritime$2. Rinkai$
8608,誤,ご,1. mistake; error$
8609,収穫,しゅうかく,1. harvest; crop; ingathering$2. fruits (of one's labors); gain; result; returns$3. Harvest$
8610,中枢,ちゅうすう,1. centre; center; pivot; mainstay; nucleus; backbone; central figure; pillar; key man$
8611,党派,とうは,1. faction$
8612,訪ねる,たずねる,1. to visit; to call on; to pay a visit to$
8613,那須,なす,1. Nasu$
8614,灯台,とうだい,1. lighthouse$2. old-fashioned interior light fixture comprising a wooden pole with an oil-filled dish and a wick atop it$3. Lighthouse$
8615,狭義,きょうぎ,1. narrow sense (e.g. of a word)$
8616,アパート,アパート,1. apartment building; apartment block; apartment house$2. apartment$3. Apartment$
8617,山東,さんとう,1. Santou; Shandong (China); Shantung$
8618,事変,じへん,1. accident; disaster; incident; uprising; emergency$
8619,人体,じんたい,1. human body$2. Human body$
8620,人体,じんてい,1. personal appearance; looks$
8621,揺れる,ゆれる,1. to shake; to sway; to waver$
8622,習う,ならう,1. to take lessons in; to be taught; to learn (from a teacher); to study (under a teacher); to get training in$
8623,出陣,しゅつじん,1. departure for the front$
8624,西郷,さいごう,1. Saigou$
8625,ポスター,ポスター,1. poster$2. Poster$
8626,一層,いっそう,"1. much more; still more; all the more; more than ever$2. single layer (or storey, etc.)$3. rather; sooner; preferably$"
8627,硫酸,りゅうさん,1. sulfuric acid; sulphuric acid$2. Ryuusan$3. Sulfuric acid$
8628,鑑定,かんてい,1. judgement; judgment; expert opinion; appraisal$
8629,分断,ぶんだん,1. dividing into parts$
8630,思考,しこう,1. thought; consideration; thinking$2. Thought$
8631,調子,ちょうし,1. tune; tone; key; pitch; time; rhythm$2. vein; mood; way; manner; style; knack$3. condition; state of health$4. impetus; spur of the moment; strain$5. trend$
8632,調子,ちょうし,1. Choushi$
8633,信任,しんにん,1. trust; confidence; credence$
8634,退却,たいきゃく,1. retreat; withdrawal; retirement$
8635,傑作,けっさく,1. masterpiece; best work$2. amusing blunder; funny mistake; boner$
8636,ソロモン諸島,ソロモンしょとう,1. Solomon Islands$2. Solomon Islands$3. Solomon Islands$
8637,醍醐,だいご,1. ghee (held to be the greatest of all flavours); the ultimate truth of Buddhism; nirvana$
8638,醍醐,だいご,1. Daigo$
8639,添える,そえる,"1. to garnish; to accompany (as a card does a gift)$2. to add to as support; to prop up$3. to accompany (as an aid, guide, translator, etc.)$4. to mimic; to imitate$5. to draw something near to oneself; to approach nearby$"
8640,差す,さす,"1. to shine$2. to be visible$3. to be tinged with$4. to rise (of water levels); to flow in$5. to be felt (i.e. as an emotion); to come over one$6. to hold up (an umbrella, etc.); to put up; to raise$7. to extend one's arm straight ahead (in dance)$8. to insert; to put in$9. to wear (a sword) in one's belt; to wear at one's side; to carry under one's arm$10. to insert one's arm under an opponent's arm$11. to pole (a boat)$12. to pour; to add (liquid); to serve (drinks)$13. to put on (lipstick, etc.); to apply; to colour; to dye$14. to light (a fire); to burn$15. to shut; to close; to lock; to fasten$16. to stop in the midst of; to leave undone$"
8641,ボイス,ボイス,1. voice$
8642,瓦,グラム,1. gram; gramme$
8643,瓦,かわら,1. roof tile$
8644,瓦,かわら,1. Kawara$
8645,次女,じじょ,1. second daughter$
8646,字幕,じまく,1. subtitles; captioning$2. Subtitle (captioning)$
8647,プライベート,プライベート,1. private$2. personal life; (one's) privacy$3. Private$
8648,蜘蛛,くも蛛,1. spider$2. Spider$
8649,傘,かさ,1. umbrella; parasol$2. something shaped like an umbrella or a conical hat; shade (of a lamp); mushroom cap; pileus$3. Umbrella$
8650,架橋,かきょう,1. bridge building; bridge$2. cross-linking$3. Cross-link$
8651,森田,もりた,1. Morita$
8652,規約,きやく,1. agreement; rules; code; protocol; convention; bylaw$
8653,頂上,ちょうじょう,1. top; summit; peak$
8654,稲荷,いなり,"1. Inari (god of harvests, Uka-no-Mitama)$2. Inari shrine; Fushimi Inari shrine (in Kyoto)$3. fox (said to be messengers of Inari)$4. fried tofu (said to be a favourite food of foxes)$5. inarizushi$6. Inari$"
8655,稲荷,いなり,"1. Inari (fox deity, originally of harvests)$"
8656,能登,のと登,1. Noto$
8657,興す,おこす,1. to vitalize (e.g. an industry); to invigorate; to energize; to revive; to promote; to make prosperous$2. to establish (e.g. a company); to build up; to set up; to launch; to commence$
8658,ルーキー,ルーキー,1. rookie$
8659,奇妙,きみょう,1. strange; queer; curious$
8660,区立,くりつ,1. established by the ward$
8661,跨線橋,こせんきょう,1. overpass$2. Overpass$
8662,火薬,かやく,1. gunpowder; powder$2. Gunpowder$
8663,プロペラ,プロペラ,1. propeller$
8664,募る,つのる,"1. to become stronger; to grow in intensity; to grow violent; to become worse$2. to invite contributions, etc.; to solicit help, participation, etc.; to recruit (e.g. soldiers)$"
8665,宝永,ほうえい,1. Hōei era (1704.3.13-1711.4.25)$2. Houei$3. Hōei$
8666,チェロ,チェロ,1. cello; violoncello$2. Cello$
8667,チーフ,チーフ,1. chief$2. Chief$
8668,尼崎,あまがさき,1. Amagasaki$
8669,リバウンド,リバウンド,1. rebound$2. relapse after a diet; regaining lost weight$3. return of symptoms after withdrawal of medicine$4. Rebound$
8670,無償,むしょう,1. without compensation; without reward; without pay$2. free (of charge)$
8671,無償,むしょう,1. Mushou$
8672,ハンド,ハンド,1. hand$2. handball (soccer foul)$
8673,フォント,フォント,1. font$2. Computer font$
8674,近海,きんかい,1. coastal waters; adjacent seas$
8675,スピン,スピン,"1. spin; rotation$2. spin (PR, politics)$3. Spin$"
8676,医者,いしゃ,1. (medical) doctor; physician$
8677,参画,さんかく,1. taking part in planning$
8678,吾妻,あづま,1. Adzuma$
8679,低減,ていげん,1. decrease; reduction; fall; depreciation; mitigation$
8680,釜山,ぷさん,1. Pusan (Busan) (port city in South Korea$
8681,飛鳥,ひちょう,"1. flying bird$2. Asuka, Yamato$"
8682,飛鳥,あすか鳥,1. Asuka$
8683,キネマ,キネマ,1. kinema$
8684,鎮守,ちんじゅ,1. local Shinto deity; tutelary god$
8685,鎮守,ちんじゅ,1. Chinju$
8686,虐待,ぎゃくたい,1. abuse; ill-treatment; maltreatment; mistreatment; cruelty$2. Abuse$
8687,大村,おおむら,1. Oomura$
8688,帰投,きとう,"1. return to base (of soldiers, military aircraft or ships)$"
8689,役目,やくめ,1. duty; role; function$
8690,直結,ちょっけつ結,1. direct connection; direct link$
8691,フェニックス,フェニックス,"1. phoenix (bird of Egyptian mythology)$2. phoenix (any palm tree of genus Phoenix, incl. the date palm)$3. Phoenix; Phenix$4. Phoenix (mythology)$"
8692,久留米,くるめ,1. Kurume$
8693,送り出す,おくりだす,1. to send out; to forward; to show (a person) out$
8694,グラス,グラス,1. glass (drinking vessel)$2. glass$3. glasses$4. grass$
8695,届ける,とどける,1. to deliver; to forward; to send$2. to report; to notify; to file notice (to the authorities); to give notice; to register$
8696,辞める,やめる,"1. to resign; to retire; to quit; to leave (one's job, etc.)$"
8697,迂回,うかい,1. detour$2. to detour; to circumvent$3. turning movement$4. Tortuosity$
8698,暗黒,あんこく,1. darkness$
8699,枚数,まいすう,1. the number of flat things$2. win-loss difference which influences the ranking of wrestlers$
8700,次期,じき,1. next term; next period$2. next version; next release$
8701,論ずる,ろんずる,1. to discuss; to talk about; to deal with (a topic)$2. to argue; to dispute$3. to take into consideration; to make an issue of$
8702,話者,わしゃ,1. speaker; narrator$
8703,買い取る,かいとる,1. to buy; to purchase$
8704,共用,きょうよう,1. common use; communal use; sharing$
8705,宣告,せんこく,1. sentence; verdict; pronouncement$
8706,追悼,ついとう,1. mourning (dead persons); memorial$
8707,椿,つばき,1. common camellia; Camellia japonica$2. tea produced in the mountains$3. Camellia$
8708,椿,つばき,1. Tsubaki$
8709,ワゴン,ワゴン,1. wagon$2. tea wagon; teacart; tea trolley$3. station wagon; estate car$
8710,詐欺,さぎ,1. fraud; swindle; graft; cheating; trick; scam$2. Fraud$
8711,胃,い,"1. stomach$2. Chinese ""stomach"" constellation (one of the 28 mansions)$3. Stomach$"
8712,晩,晩香波バンクーバー,1. Vancouver$2. Vancouver (Canada)$
8713,小銃,しょうじゅう,1. rifle; small arms$2. Rifle$
8714,クリーム,クリーム,1. cream$
8715,立案,りつあん,1. planning; devising (a plan)$2. drafting; drawing up$
8716,荘園,しょうえん,1. manor; demesne$2. Manorialism$
8717,眼鏡,めがね,1. glasses; eyeglasses; spectacles$2. judgment; judgement; discrimination; discernment; insight$3. Megane$4. Glasses$
8718,水深,すいしん,1. depth of water$
8719,水深,すいしん,1. Suishin$
8720,内野手,ないやしゅ,1. infielder; baseman$2. Infielder$
8721,実権,じっけん,1. real power$
8722,会派,かいは,1. faction; denomination; communion$2. Parliamentary group$
8723,柔軟,じゅうなん,1. flexible; lithe; soft; pliable$
8724,長尾,ながお,1. Nagao$
8725,館長,かんちょう,1. superintendent; director; curator; chief librarian$
8726,石灰,せっかい灰,1. lime; quicklime; caustic lime$2. Lime (material)$
8727,纏まる,まとまる,1. to find resolution; to be settled; to be agreed on; to be completed$2. to be collected; to be assembled; to be brought together$3. to be well arranged; to be in order; to be unified; to take shape; to be coherent$
8728,胞子,ほうし,1. spore$2. Spore$
8729,淡水,たんすい,1. fresh water (i.e. not salt water)$2. Fresh water$
8730,淡水,たんすい,1. Tansui$
8731,アポロ,アポロ,1. Apollo program; Project Apollo$2. Apollo (Greek and Roman god)$
8732,女学校,じょがっこう校,1. girl's school$
8733,岩崎,いわさき,1. Iwasaki$
8734,増殖,ぞうしょく,1. increase; multiplication; propagation; proliferation$
8735,復讐,ふくしゅう,1. revenge$
8736,激怒,げきど,1. rage; indignation; exasperation$
8737,抽出,ちゅうしゅつ,1. extraction; abstraction$2. selection (from a group); sampling$3. Extraction (chemistry)$
8738,不可,ふか,1. wrong; bad; improper; unjustifiable; inadvisable$2. not allowed; not possible$3. failing grade$
8739,脈,みゃく,"1. pulse$2. vein$3. chain (of mountains, etc.)$4. hope$5. thread (of an argument)$"
8740,平等,びょうどう,1. equality; impartiality; evenness$2. Byoudou$3. Equality$
8741,土俵,どひょう,1. (wrestling) ring$2. forum (e.g. for discussion)$3. sandbag; gabion$4. Dohyou$5. Dohyō$
8742,連なる,つらなる,1. to extend; to stretch out; to stand in a row$2. to attend; to participate in$3. to enrol; to enroll; to join$4. to have a connection; to be related; to be linked$
8743,北欧,ほくおう,1. Northern Europe; Nordic countries; Scandinavia$2. Hokuou$3. Nordic countries$
8744,何の,どの,1. which; what (way)$
8745,何の,なんの,1. what kind; what sort$2. any$
8746,フェザー,フェザー,1. feather$
8747,氏族,しぞく,1. clan; family$2. Clan$
8748,北野,きたの,1. Kitano$
8749,フルート,フルート,1. flute$2. Western concert flute$
8750,公家,くげ,1. court noble; nobility$2. Imperial Court$3. Kuge$
8751,公家,くげ,1. Kuge$
8752,コラム,コラム,1. column (e.g. in newspaper); stand-alone feature article framed by a box$
8753,辞す,じす,1. to excuse oneself; to take one's leave$2. to quit; to resign; to retire; to leave post$3. to decline; to turn down$4. to not hesitate$
8754,懐,ふところ,1. bosom; bust$2. (breast) pocket; purse; handbag$
8755,懐,ふところ,1. Futokoro$
8756,点在,てんざい,1. being dotted with; being scattered$
8757,皇室,こうしつ,1. Imperial household$2. Imperial House of Japan$
8758,聞こえる,きこえる,1. to be heard; to be audible$2. to be said to be; to be reputed$
8759,芦,あし,1. Ashi$
8760,平田,ひらた,1. Hirata$
8761,出入り,でいり,1. going in and out; entering and exiting$2. visiting regularly; frequenting; having regular dealings with$3. income and expenditure; incomings and outgoings$4. increase and decrease; surplus and deficit; fluctuation$5. fight; trouble; quarrel; dispute$6. indentations (e.g. of a coastline)$
8762,本物,ほんもの,1. genuine article; real thing; real deal$
8763,宝石,ほうせき,1. gem; jewel; precious stone$2. Gemstone$
8764,市中,しちゅう,1. in the city$
8765,並列,へいれつ,"1. arranging in a line; standing in a row$2. parallel (electronics, computing, etc.)$"
8766,町長,ちょうちょう,1. town headman; town mayor$
8767,ベテラン,ベテラン,1. person with a lot of experience; old hand; veteran (in a particular field)$
8768,県民,けんみん,1. citizen of a prefecture; prefectural citizen$
8769,篠,しの,1. thin-culmed dwarf bamboo (growing in clusters)$2. Japanese transverse bamboo flute (high-pitched; usu. with seven holes)$3. sliver (strand of loose fibers)$
8770,篠,しの,1. Shino$
8771,親族,しんぞく,1. relative; relation$2. Kinship$
8772,親族,うから族,1. blood relative$
8773,ドクター,ドクター,1. doctor$2. Doctor$
8774,垂らす,たらす,1. to dribble; to spill$2. to suspend; to hang down; to slouch; to dangle$
8775,大国,たいこく,1. large country; major nation; great power$2. province of the highest rank (ritsuryo system)$3. Power in international relations$
8776,利便,りべん,1. convenience$
8777,神道,しんとう,1. Shinto; Shintoism$2. Shinto$
8778,籠,かご,"1. basket (shopping, etc.); hamper; cage$2. Basket$"
8779,籠,かご,1. Kago$
8780,ケベック,ケベック,1. Quebec$2. Quebec$
8781,参事,さんじ,1. secretary; councillor; councilor$
8782,アルト,アルト,1. alto$2. Arth$3. Alto$
8783,分家,ぶんけ,1. branch family; cadet family; establishing a branch family$
8784,分家,ぶんけ,1. Bunke$
8785,歓迎,かんげい,1. welcome; reception$
8786,右派,うは,1. right wing$
8787,立憲,りっけん,1. constitutionalism$
8788,立憲,りっけん,1. Rikken$
8789,真似る,まねる,1. to mimic; to imitate$
8790,足立,あだち立,1. Adachi$
